,id,event_id,type_id,event_name,period_id,min,sec,team_id,outcome,x,y,timestamp,last_modified,version,player_id,keypass,competition_id,game_id,home_team_id,home_team_name,away_team_id,away_team_name,competition_name,season_id,276,328,388,391,Assisted,Big Chance,Blocked x co-ordinate,Blocked y co-ordinate,Box-centre,Close left,From corner,GK X Coordinate,GK Y Coordinate,Goal mouth y co-ordinate,Goal mouth z co-ordinate,Head,High right,Individual Play,Intentional assist,Left,Not past goal line,Out of box-centre,Regular play,Related event ID,Right,Right footed,Set piece,Standing,Swerve Right,Throw-in set piece,Volley,Weak,Zone,assist,Box-left,High,Left footed,Close right,Free kick,Strong,Close high,35+ right,Close right and high,Swerve Left,35+ centre,Box-right,Box-deep left,High left,Small box-right,233,Fast break,Keeper Saved,314,Close left and high,Small box-left,Small box-centre,Out of box-right,389,Out of box-deep right,Other body part,35+ left,Out of box-left,Out of box-deep left,Box-deep right
6,2291795581,586,13,Miss,2,63,6,666,1,86.6,52.4,2021-04-26T18:26:36.019,2021-04-28T19:12:36,1619633556484,472663,-,99,2133421,2030,Belenenses,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,,-,97.8,50.4,58.7,12.5,sim,,-,sim,,-,,sim,584,,-,,-,,,,,Center,-,,-,-,-,,,,,,,,-,,,,,,,,,,,,,,,,,,
7,2291801109,733,13,Miss,2,77,25,666,1,94.3,41.5,2021-04-26T18:40:54.265,2021-04-28T20:02:51,1619636548520,249823,-,99,2133421,2030,Belenenses,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,-,,-,,-,-,-,,-,98.5,48.0,42.5,11.1,-,,sim,-,,-,,sim,-,,sim,,sim,,,,,Center,-,,-,-,sim,,,,,,,,-,,,,,,,,,,,,,,,,,,
8,2291801691,746,13,Miss,2,79,4,666,1,91.5,25.5,2021-04-26T18:42:33.439,2021-04-28T19:15:07,1619633707841,249823,-,99,2133421,2030,Belenenses,666,Gil Vicente,Portuguese Primeira Liga,2020,,-,-,,sim,,-,-,-,,-,98.1,46.9,52.1,93.1,-,,sim,-,,-,,sim,744,,-,,sim,,,,,Center,-,,sim,sim,-,,,,,,,,sim,,,,,,,,,,,,,,,,,,
0,2249610563,54,13,Miss,1,5,20,740,1,89.6,43.3,2020-12-28T18:50:14.121,2020-12-30T06:17:09,1609309030124,80353,-,99,2133267,2847,Rio Ave,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,,sim,98.9,50.2,40.5,58.3,sim,,-,sim,-,-,-,-,53,,-,,-,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,-,,,,,,,,,
1,2249611039,69,13,Miss,1,8,4,2847,1,88.1,49.8,2020-12-28T18:52:57.313,2020-12-30T07:05:08,1609311906901,154075,-,99,2133267,2847,Rio Ave,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,,sim,99.8,49.6,80.8,5.6,sim,,-,sim,sim,-,-,-,67,,-,,-,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,-,,,,,,,,,
2,2249614351,192,13,Miss,1,23,31,2847,1,77.3,27.7,2020-12-28T19:08:24.264,2020-12-30T06:36:39,1609310199716,56125,-,99,2133267,2847,Rio Ave,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,sim,,-,-,-,,-,97.7,47.5,62.9,5.6,-,,sim,-,sim,-,sim,sim,191,,sim,,sim,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,-,,,,,,,,,
3,2249617927,343,13,Miss,1,36,33,740,1,95.9,55.8,2020-12-28T19:21:26.342,2020-12-30T06:23:40,1609309421773,203757,-,99,2133267,2847,Rio Ave,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,96.3,52.3,-,,sim,99.5,52.3,23.2,16.7,sim,,-,sim,-,sim,-,-,342,,-,,-,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,sim,,,,,,,,,
4,2249622739,397,13,Miss,2,53,16,2847,1,79.7,66.0,2020-12-28T19:54:41.271,2020-12-30T06:30:38,1609309922201,124973,-,99,2133267,2847,Rio Ave,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,-,,-,-,-,,-,99.4,48.6,51.9,66.7,-,,-,-,-,-,sim,-,-,,sim,,sim,,,,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,-,,,,,,,,,
5,2249623123,521,13,Miss,2,56,16,740,1,72.8,31.2,2020-12-28T19:57:41.616,2020-12-30T06:35:04,1609310188025,203757,-,99,2133267,2847,Rio Ave,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,sim,,98.8,43.5,-,,-,98.9,45.3,41.8,11.1,-,,sim,-,-,sim,sim,sim,520,,-,,sim,,,,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,-,,,,,,,,,
6,2249624031,572,13,Miss,2,62,22,740,1,77.8,62.9,2020-12-28T20:03:47.878,2020-12-30T06:35:24,1609310123612,180513,-,99,2133267,2847,Rio Ave,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,sim,,-,-,-,,-,98.9,50.4,57.3,69.4,-,,sim,-,-,-,sim,sim,571,,-,,sim,,,,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,-,,,,,,,,,
7,2249626925,660,13,Miss,2,79,59,740,1,94.7,59.8,2020-12-28T20:21:24.532,2020-12-30T07:05:26,1609311908824,203757,-,99,2133267,2847,Rio Ave,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,-,,sim,99.1,51.3,44.4,63.9,sim,,-,sim,-,-,-,-,658,,-,,-,,,,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,sim,,,,,,,,,
0,2216575317,32,13,Miss,1,2,1,255,1,91.7,47.6,2020-09-27T18:32:33.156,2020-09-30T06:53:51,1601445199978,465209,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,-,,sim,sim,,,sim,,-,0.9,50.9,50.3,68.1,-,,-,sim,-,,-,sim,31,,sim,,sim,,,-,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2216579001,36,13,Miss,1,6,48,1981,1,75.4,35.1,2020-09-27T18:37:19.968,2020-09-30T07:07:24,1601446012741,172988,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,,-,99.4,49.6,42.4,5.6,-,,sim,-,-,,sim,sim,34,,-,,sim,,,-,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2216584003,115,13,Miss,1,12,7,255,1,93.0,42.9,2020-09-27T18:42:39.241,2020-09-30T07:16:20,1601446549086,465351,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,,sim,1.0,52.2,65.7,15.3,sim,,-,sim,sim,,-,-,112,,-,,-,,,-,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2216584297,118,13,Miss,1,12,40,255,1,91.2,39.6,2020-09-27T18:43:12.769,2020-09-30T07:17:24,1601446613070,89747,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,,sim,1.2,52.3,50.3,73.6,sim,,-,sim,-,,-,-,117,,-,,-,,,-,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2216585001,94,13,Miss,1,13,35,1981,1,72.6,63.0,2020-09-27T18:44:06.978,2020-09-30T07:19:40,1601446748567,172988,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,,-,98.8,50.9,31.1,8.3,-,,sim,-,-,,sim,sim,92,,-,,sim,,,-,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2216594379,177,13,Miss,1,26,30,1981,1,91.9,40.0,2020-09-27T18:57:02.663,2020-09-30T07:10:20,1601446224102,250689,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,-,,sim,-,,,sim,,-,99.9,49.6,65.0,9.7,-,,-,sim,sim,,-,-,175,,-,,sim,,,-,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2216597731,239,13,Miss,1,33,29,1981,1,83.7,68.7,2020-09-27T19:04:01.802,2020-09-30T06:52:15,1601445152351,437519,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,-,,-,-,,,-,,sim,98.8,50,60.5,20.8,-,,-,-,sim,,-,-,-,,-,,sim,,,sim,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2216600133,315,13,Miss,1,37,49,255,1,89.3,33.4,2020-09-27T19:08:21.482,2020-09-30T06:57:56,1601445493623,465209,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,-,-,,sim,sim,,,-,,-,4.1,57.8,59.8,8.3,-,,sim,sim,sim,,-,sim,318,,sim,,sim,,,-,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2216602707,319,13,Miss,1,44,4,1981,1,81.2,51.4,2020-09-27T19:14:35.950,2020-09-30T07:09:18,1601446175523,103841,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,-,,sim,-,,,-,,-,98.9,50.2,46.6,69.4,-,,-,sim,-,,sim,sim,318,,-,,sim,,,sim,,Center,-,,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2216632121,796,13,Miss,2,91,36,1981,1,95.1,51.4,2020-09-27T20:22:53.809,2020-09-30T07:31:35,1601447494979,221533,-,99,2133179,1981,Paços de Ferreira,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,sim,,sim,sim,,,-,,sim,0,50.2,50.9,59.7,-,,-,sim,-,,-,-,795,,sim,,-,,,-,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2254998505,82,13,Miss,1,8,26,6644,1,79.6,33.3,2021-01-17T17:37:58.707,2021-01-18T16:50:16,1610988616206,486613,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,98.2,48.9,42.4,4.2,,,sim,-,,-,sim,-,81,-,-,-,,,,,-,Center,,,-,sim,,-,,-,,,,,,,,,,,,,,,,,,,,,,,
1,2255000399,99,13,Miss,1,12,40,3084,1,73.4,64.2,2021-01-17T17:42:13.032,2021-01-18T16:55:56,1610988956080,46432,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,,-,,-,-,-,,,88.8,55.2,39.5,9.7,,,sim,-,,-,sim,-,-,sim,sim,sim,,,,,sim,Center,,,-,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,
2,2255005805,269,13,Miss,1,30,51,3084,1,75.0,32.2,2021-01-17T18:00:23.582,2021-01-18T17:22:35,1610990555387,181180,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,,-,,-,-,-,,,100,49.1,44.5,62.5,,,-,-,,-,sim,-,-,-,sim,-,,,,,-,Center,,,sim,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,
3,2255006849,293,13,Miss,1,36,12,6644,1,73.7,61.2,2021-01-17T18:05:45.035,2021-01-18T17:34:03,1610991243437,486613,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,,-,,99.4,56.5,-,,,98.4,50.7,57.8,6.9,,,sim,-,,sim,sim,sim,-,-,sim,-,,,,,sim,Center,,,-,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,
4,2255008303,359,13,Miss,1,40,31,3084,1,78.0,47.9,2021-01-17T18:10:03.952,2021-01-18T17:40:25,1610991625810,200931,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,,-,,-,-,-,,,100,50,57.5,44.4,,,-,-,,-,sim,-,-,-,-,-,,,,,-,Center,,,-,sim,,sim,,-,,,,,,,,,,,,,,,,,,,,,,,
5,2255016615,356,13,Miss,2,45,42,6644,1,72.1,54.2,2021-01-17T18:34:45.843,2021-01-18T13:36:06,1610976966155,493985,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,,-,,-,-,-,,,97.8,50.7,39.8,15.3,,,sim,-,,-,sim,sim,-,sim,sim,-,,,,,-,Center,,,-,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,
6,2255020615,406,13,Miss,2,55,4,6644,1,72.4,47.2,2021-01-17T18:44:08.464,2021-01-18T16:18:15,1610986695564,232112,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,97.8,48.9,46.9,86.1,,,sim,-,,-,sim,sim,405,-,sim,-,,,,,-,Center,,,sim,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,
7,2255024789,610,13,Miss,2,67,17,3084,1,84.7,39.5,2021-01-17T18:56:21.331,2021-01-18T16:54:12,1610988852429,168570,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,sim,,,99.9,49.8,49.7,59.7,,,sim,sim,,-,-,-,609,-,sim,sim,,,,,-,Center,,,-,-,,-,,sim,,,,,,,,,,,,,,,,,,,,,,,
8,2255144603,809,13,Miss,2,69,15,3084,1,92.5,39.8,2021-01-17T18:58:19.060,2021-01-18T16:59:49,1610989188681,168570,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,,sim,,94.5,47.5,sim,,,99.1,48.9,72.6,4.2,,,-,sim,,sim,-,sim,619,-,-,-,,,,,-,Center,,,-,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,
9,2255033679,745,13,Miss,2,87,26,3084,1,84.4,80.6,2021-01-17T19:16:30.360,2021-01-18T18:02:58,1610992978790,211488,-,99,2133289,3084,Santa Clara,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,,-,,100,50.7,-,,,99.5,52.2,53.6,52.8,,,-,-,,sim,-,-,-,-,sim,-,,,,,-,Left,,,-,-,,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,
0,2300616983,213,13,Miss,1,21,7,6685,1,70.7,52.2,2021-05-18T20:39:07.410,2021-05-21T14:45:39,1621604739858,509046,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,-,,,-,,,,-,,,98.2,49.8,42.7,18.1,,,-,-,-,,sim,-,-,,-,,,,,-,,Center,-,,,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2300617637,236,13,Miss,1,23,20,6685,1,73.0,52.5,2021-05-18T20:41:20.641,2021-05-18T20:41:31,1621366891108,442853,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,,,96.7,50.5,39.7,12.5,,,sim,-,-,,sim,sim,235,,-,,,,,-,,Center,-,,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2300617851,242,13,Miss,1,24,1,6685,1,86.6,40.9,2021-05-18T20:42:01.825,2021-05-21T15:00:32,1621605632486,226114,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,-,,,sim,,,,sim,,,94.0,46.9,56.3,9.7,,,-,sim,-,,-,sim,241,,sim,,,,,sim,,Center,-,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2300618311,173,13,Miss,1,25,45,1981,1,89.2,63.8,2021-05-18T20:43:45.362,2021-05-21T15:07:18,1621606038336,229680,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,sim,,,sim,,,,-,,,97.7,53.8,53.4,51.4,,,-,sim,-,,-,sim,172,,sim,,,,,sim,,Center,-,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2300620753,259,13,Miss,1,34,47,1981,1,89.0,31.8,2021-05-18T20:52:47.161,2021-05-21T15:26:26,1621607185992,231776,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,sim,,,sim,,,,-,,,98.5,45.5,71.9,8.3,,,sim,-,sim,,-,sim,258,,sim,,,,,-,,Center,-,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2300621419,352,13,Miss,1,37,45,6685,1,80.3,36.8,2021-05-18T20:55:45.436,2021-05-21T15:30:46,1621607445913,509046,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,,,96.8,48.2,55.5,55.6,,,sim,-,-,,sim,sim,351,,-,,,,,-,,Center,-,,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2300622107,372,13,Miss,1,39,45,6685,1,86.5,61.0,2021-05-18T20:57:45.628,2021-05-21T15:35:38,1621607737932,226114,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,-,,,sim,,,,sim,,,97.5,53.8,44.4,62.5,,,sim,-,-,,-,sim,371,,sim,,,,,-,,Center,-,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2300623187,409,13,Miss,1,43,58,6685,1,89.0,50.4,2021-05-18T21:01:58.210,2021-05-21T15:54:30,1621608869856,226114,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,sim,,,sim,,,,sim,,,98.9,49.3,61.8,15.3,,,-,sim,sim,,-,sim,408,,-,,,,,-,,Center,-,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2300627811,432,13,Miss,2,52,0,1981,1,85.7,25.5,2021-05-18T21:27:35.876,2021-05-21T11:27:57,1621592840851,250689,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,sim,,,sim,,,,-,,,98.5,46.6,65.2,2.8,,,sim,-,sim,,-,sim,431,,sim,,,,,sim,,Center,-,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2300628143,536,13,Miss,2,54,4,6685,1,99.3,38.2,2021-05-18T21:29:39.425,2021-05-21T14:07:03,1621602423382,442853,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,sim,,,-,,,,-,,,98.9,46.4,43.0,1.4,,,-,-,-,,-,sim,-,,sim,,,,,-,,Center,-,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2300629229,483,13,Miss,2,59,46,1981,1,89.9,72.3,2021-05-18T21:35:21.440,2021-05-21T14:25:56,1621603555595,465287,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,sim,,,sim,,,,-,,,97.6,56.5,37.6,2.8,,,-,sim,-,,-,-,482,,-,,,,,-,,Center,-,,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2300630733,561,13,Miss,2,67,9,1981,1,82.3,42.7,2021-05-18T21:42:44.485,2021-05-21T15:03:15,1621605795681,229371,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,-,,,-,,,,-,,,97.8,47.3,45.0,100,,,sim,-,-,,sim,sim,-,,sim,,,,,-,,Center,-,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2300632381,747,13,Miss,2,75,0,6685,1,91.7,40.6,2021-05-18T21:50:35.458,2021-05-21T15:25:52,1621607152017,226114,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,sim,,,sim,,,,sim,,,98.8,47.8,43.2,9.7,,,-,sim,-,,-,sim,746,,sim,,,,,-,,Center,-,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2300632773,649,13,Miss,2,76,53,1981,1,78.8,71.3,2021-05-18T21:52:29.226,2021-05-21T15:31:12,1621607471780,465285,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,,,98.1,52.2,41.2,30.6,,,sim,-,-,,sim,sim,648,,sim,,,,,-,,Center,-,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2300633417,798,13,Miss,2,80,10,6685,1,72.4,53.0,2021-05-18T21:55:45.537,2021-05-21T15:37:10,1621607830195,447274,-,99,2133467,6685,Tondela,1981,Paços de Ferreira,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,,,97.7,50.4,61.8,8.3,,,sim,-,sim,,sim,sim,797,,sim,,,,,-,,Center,-,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2292197171,27,13,Miss,1,1,17,3217,1,95.6,59.4,2021-04-27T21:48:37.263,2021-04-30T11:40:00,1619779199181,440280,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,sim,,99.1,52.2,57.5,1.4,-,,,sim,-,,-,sim,25,-,sim,,sim,,,,,Center,-,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
1,2292198707,81,13,Miss,1,7,50,3217,1,72.5,75.6,2021-04-27T21:55:10.647,2021-04-29T12:31:29,1619695891049,126442,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,sim,,98.8,49.8,58.7,2.8,-,,,-,-,,sim,-,-,-,sim,,sim,,,,,Center,-,,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,
2,2292202161,252,13,Miss,1,29,5,3217,1,84.8,29.1,2021-04-27T22:16:25.487,2021-04-29T12:30:31,1619695831492,449985,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,-,,98.6,46.6,63.2,1.4,-,,,-,sim,,-,-,355,-,sim,,sim,,,,,Center,-,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
3,2292203053,260,13,Miss,1,35,14,1980,1,67.2,36.3,2021-04-27T22:22:33.752,2021-04-29T13:00:33,1619697632916,482975,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,-,,98.2,48.2,45.9,63.9,-,,,-,-,,sim,-,-,-,-,,sim,,,,,Center,-,,sim,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,
4,2292203641,344,13,Miss,1,39,15,3217,1,88.5,40.6,2021-04-27T22:26:35.506,2021-04-30T11:40:22,1619779199910,440280,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,-,,99.0,49.8,32.8,23.6,sim,,,sim,-,,-,sim,341,sim,-,,-,,,,,Center,-,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
5,2292204077,312,13,Miss,1,42,5,1980,1,89.5,56.2,2021-04-27T22:29:24.948,2021-04-30T11:40:24,1619779199976,440724,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,-,,98.5,52.7,32.1,16.7,sim,,,sim,-,,-,-,310,sim,-,,-,,,,,Center,-,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
6,2292206913,494,13,Miss,2,59,10,1980,1,88.3,56.1,2021-04-27T23:05:50.639,2021-04-30T11:40:32,1619779200257,100806,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,-,,98.2,51.4,59.8,19.4,sim,,,sim,sim,,-,sim,493,-,-,,-,,,,,Center,-,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
7,2292209205,675,13,Miss,2,76,59,1980,1,81.7,50.0,2021-04-27T23:23:39.758,2021-04-29T12:47:29,1619696848348,486385,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,-,,98.6,50.4,46.1,87.5,-,,,-,-,,sim,sim,674,-,sim,,sim,,,,,Center,-,,sim,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
8,2292210511,718,13,Miss,2,82,43,3217,1,90.5,45.7,2021-04-27T23:29:24.019,2021-04-30T11:40:54,1619779200812,162570,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,-,,98.2,50.4,63.2,30.6,sim,,,sim,sim,,-,-,715,-,-,,-,,,,,Center,-,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
9,2292211383,734,13,Miss,2,86,47,1980,1,74.3,60.6,2021-04-27T23:33:27.895,2021-04-29T12:56:42,1619697401325,215755,-,99,2133427,3217,SC Farense,1980,Portimonense,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,-,,98.1,52.5,54.8,73.6,-,,,-,-,,sim,-,-,-,sim,,sim,,,,,Center,-,,sim,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,
0,2293439535,19,13,Miss,1,1,11,3217,1,91.5,48.2,2021-05-01T15:33:06.869,2021-05-04T09:18:49,1620116328858,440280,-,99,2133437,666,Gil Vicente,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,-,,sim,-,,,sim,-,,98.9,49.1,41.8,84.7,-,sim,-,sim,,,-,-,18,,sim,,sim,,,,,Center,,-,-,-,,,,,,,,,,,-,,,,,,,,,,,,,,,,
1,2293449987,70,13,Miss,1,6,32,3217,1,89.9,39.5,2021-05-01T15:38:27.252,2021-05-04T09:46:57,1620118016856,440280,-,99,2133437,666,Gil Vicente,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,-,,99.0,48.2,41.8,72.2,sim,sim,-,sim,,,-,-,69,,-,,-,,,,,Center,,-,-,-,,,,,,,,,,,-,,,,,,,,,,,,,,,,
2,2293473417,202,13,Miss,1,20,23,666,1,94.7,55.9,2021-05-01T15:52:18.574,2021-05-04T08:45:55,1620114355910,206149,-,99,2133437,666,Gil Vicente,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,sim,,sim,sim,,,-,sim,,99.3,52.5,59.0,15.3,sim,-,-,sim,,,-,sim,201,,-,,-,,,,,Center,,-,-,-,,,,,,,,,,,-,,,,,,,,,,,,,,,,
3,2293482015,334,13,Miss,1,34,19,666,1,89.8,63.4,2021-05-01T16:06:14.049,2021-05-04T08:44:17,1620114256819,245882,-,99,2133437,666,Gil Vicente,3217,SC Farense,Portuguese Primeira Liga,2020,,-,-,,sim,sim,,,-,sim,,95.1,56.5,56.8,4.2,-,-,sim,-,,,-,sim,333,,-,,sim,,,,,Center,,sim,-,sim,,,,,,,,,,,-,,,,,,,,,,,,,,,,
4,2293486381,350,13,Miss,1,36,56,666,1,71.6,67.2,2021-05-01T16:08:51.415,2021-05-04T08:48:15,1620114494775,201594,-,99,2133437,666,Gil Vicente,3217,SC Farense,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,-,,97.8,50.2,56.8,61.1,-,-,sim,-,,,sim,sim,349,,-,,sim,,,,,Center,,-,-,sim,,,,,,,,,,,sim,,,,,,,,,,,,,,,,
5,2293551175,606,13,Miss,2,57,21,666,1,72.9,50.5,2021-05-01T16:49:30.408,2021-05-04T09:21:11,1620076861044,206149,-,99,2133437,666,Gil Vicente,3217,SC Farense,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,-,,97.8,50.4,52.4,86.1,-,-,sim,-,,,sim,sim,605,,-,,sim,,,,,Center,,-,sim,sim,,,,,,,,,,,-,,,,,,,,,,,,,,,,
